id_cliente,num_reclamacoes_12m,num_sinistros_historico,dias_ultimo_contato,canal_preferencial_contato,tempo_medio_resposta_dias,num_ligacoes_suporte_12m,tempo_resolucao_ultimo_sinistro,num_acessos_app_mes,satisfacao_nps,teve_sinistro,dias_desde_ultimo_sinistro
221302220111,0,1,6,email,1,1,20,13,8,1,521
221302140854,1,1,143,telefone,2,1,55,11,3,1,107
221301099039,1,1,62,whatsapp,0,2,24,11,4,1,487
221300674077,1,0,5,whatsapp,1,4,0,10,7,0,-1
221300572082,0,1,36,email,0,1,2,14,7,1,203
221303032866,0,1,31,email,4,2,11,6,9,1,235
221300071943,0,1,30,whatsapp,2,1,5,17,3,1,775
221300192841,2,1,9,telefone,0,2,25,3,10,1,742
221300368261,2,2,87,whatsapp,11,2,88,12,2,1,72
221303287247,0,1,7,email,0,3,45,16,8,1,557
221300671126,0,0,23,telefone,2,1,0,8,5,0,-1
221301214812,0,1,68,email,1,0,30,11,9,1,580
221302812953,3,1,13,email,3,6,0,20,10,0,-1
221302738027,1,0,27,whatsapp,3,2,0,6,5,0,-1
221302074140,2,2,26,email,1,1,33,2,6,1,651
221302506872,1,2,87,telefone,0,3,6,12,1,1,909
221302295492,0,1,41,email,1,2,35,10,7,1,102
221302910517,0,0,38,email,3,2,0,13,5,0,-1
221300231161,0,1,123,email,0,3,41,5,8,1,53
221300392164,1,0,16,whatsapp,0,4,0,7,5,0,-1
221300813153,0,1,31,telefone,2,3,2,15,5,1,375
221302742041,2,2,48,telefone,3,3,2,13,5,1,750
221302099720,3,0,25,email,0,1,0,13,2,0,-1
221302656439,0,0,28,email,6,4,0,12,4,0,-1
221303078049,0,1,52,whatsapp,1,2,16,12,5,1,796
221302001880,2,0,61,email,1,2,0,10,4,0,-1
221301737082,1,2,15,whatsapp,4,1,3,16,5,1,434
221300148764,0,3,58,email,7,4,34,20,10,1,207
221300550901,1,2,47,email,2,2,24,14,4,1,270
221300181203,0,0,28,email,2,3,0,7,6,0,-1
221302311381,1,0,74,whatsapp,8,0,0,9,5,0,-1
221302964314,0,2,168,email,0,2,3,19,2,1,665
221301041085,2,1,21,whatsapp,1,3,32,4,9,1,218
221300237928,0,0,24,email,0,1,0,7,10,0,-1
221301064686,0,2,24,carta,1,0,1,6,3,1,584
221300367006,1,1,43,whatsapp,1,3,94,19,6,1,817
221303253481,0,1,168,email,4,3,6,9,6,1,59
221302002094,2,2,55,email,1,1,9,0,8,1,921
221302810106,2,0,24,telefone,0,2,0,15,10,0,-1
221301724780,0,1,24,whatsapp,0,2,3,12,7,1,275
221301101540,0,0,8,whatsapp,1,2,0,15,1,0,-1
221302438047,1,2,52,whatsapp,3,2,11,8,4,1,76
221303214207,2,0,7,telefone,5,3,0,4,6,0,-1
221301262269,0,1,10,whatsapp,9,2,14,5,7,1,669
221302073953,0,0,14,whatsapp,1,2,0,12,10,0,-1
221303044144,1,0,64,email,3,4,0,12,4,0,-1
221302001245,3,1,117,carta,0,1,51,0,3,1,478
221302907538,1,2,6,telefone,1,2,22,13,6,1,348
221301391855,1,1,168,whatsapp,1,1,4,7,5,1,302
221300333975,2,0,18,carta,4,3,0,16,2,0,-1
221301769377,1,4,7,telefone,1,3,59,14,10,1,699
221301901802,0,5,2,whatsapp,0,2,0,9,6,0,-1
221300535477,0,2,99,email,1,4,37,14,6,1,164
221301667026,4,0,64,email,1,6,0,14,3,0,-1
221302836971,1,1,168,whatsapp,0,0,28,11,9,1,778
221300457591,1,0,2,carta,8,2,0,2,5,0,-1
221300848370,0,2,98,email,2,3,1,17,5,1,183
221301293119,0,1,80,whatsapp,0,2,22,10,8,1,785
221300851534,1,1,4,telefone,0,3,10,9,7,1,295
221301298818,0,0,22,email,19,1,0,13,8,0,-1
221301272316,0,0,145,whatsapp,1,2,0,8,5,0,-1
221303115742,0,1,132,whatsapp,1,1,37,12,6,1,166
221300277766,3,0,88,email,2,2,0,1,2,0,-1
221303188917,1,1,10,email,0,0,1,8,3,1,883
221302968359,1,0,143,whatsapp,2,0,0,8,3,0,-1
221303222024,3,2,32,telefone,0,0,13,7,7,1,620
221302212921,0,2,21,email,0,3,28,12,3,1,928
221301108794,0,0,111,email,8,1,0,8,5,0,-1
221302913941,1,0,92,email,2,1,0,13,8,0,-1
221301524613,0,1,80,email,8,4,37,10,10,1,145
221300808682,0,0,72,whatsapp,1,2,0,15,8,0,-1
221303020883,0,0,168,telefone,0,1,0,13,5,0,-1
221301197730,1,0,3,whatsapp,0,2,0,16,10,0,-1
221302950517,1,2,36,email,3,5,34,11,6,1,517
221302689269,3,0,65,telefone,0,0,0,15,4,0,-1
221303000280,4,0,30,whatsapp,6,1,0,17,6,0,-1
221300137948,1,2,6,whatsapp,3,0,64,20,7,1,790
221301313296,1,0,1,whatsapp,2,4,0,9,6,0,-1
221301013916,1,3,30,email,3,3,5,9,3,1,227
221301041483,0,0,62,email,0,2,0,12,6,0,-1
221300878926,1,1,27,whatsapp,5,3,75,12,9,1,508
221301631389,0,1,27,telefone,5,3,9,10,7,1,867
221300998603,1,2,168,telefone,3,4,7,8,7,1,852
221302254372,1,0,16,whatsapp,13,2,0,11,9,0,-1
221303198192,0,2,32,carta,0,2,5,10,9,1,456
221301328854,1,1,59,telefone,2,4,3,11,9,1,642
221302272359,0,1,6,whatsapp,1,1,39,1,9,1,550
221302494766,2,0,15,telefone,1,2,0,14,3,0,-1
221301445423,2,0,71,telefone,0,1,0,16,3,0,-1
221301278166,1,0,19,whatsapp,1,1,0,13,6,0,-1
221302392883,2,2,55,carta,6,1,13,11,3,1,100
221301685157,0,1,17,whatsapp,0,5,5,23,5,1,876
221302950605,2,1,39,email,0,1,12,3,6,1,647
221300633552,0,0,42,email,6,4,0,12,5,0,-1
221302790400,3,1,144,whatsapp,1,2,1,5,3,1,671
221300092269,2,0,168,telefone,5,0,0,6,4,0,-1
221302560539,0,1,52,telefone,2,5,20,9,3,1,265
221301716552,0,0,72,whatsapp,4,1,0,3,7,0,-1
221303018786,2,0,51,whatsapp,0,2,0,11,6,0,-1
221302913248,1,2,21,telefone,4,2,7,18,5,1,204
221303222127,0,0,1,whatsapp,6,3,0,17,5,0,-1
221301749245,2,1,168,whatsapp,13,2,27,15,4,1,271
221300209049,0,1,50,whatsapp,2,2,5,8,10,1,200
221300725132,0,0,131,telefone,2,2,0,14,6,0,-1
221300097466,0,0,29,telefone,4,0,0,3,7,0,-1
221302613933,0,0,4,telefone,3,0,0,10,4,0,-1
221301911604,1,4,36,email,0,2,18,13,10,1,424
221301904426,0,0,13,email,1,2,0,17,2,0,-1
221300134448,1,2,13,email,1,4,47,17,6,1,556
221300749097,0,0,6,whatsapp,6,2,0,12,6,0,-1
221301087973,1,1,168,telefone,0,1,23,5,2,1,605
221301645319,2,0,58,whatsapp,1,1,0,12,4,0,-1
221303242380,0,3,24,email,3,0,16,11,7,1,897
221300915093,0,0,9,whatsapp,0,3,0,1,3,0,-1
221300492091,0,1,35,whatsapp,0,1,24,5,5,1,182
221302498278,0,1,29,whatsapp,5,1,20,8,5,1,744
221300467287,1,0,146,whatsapp,0,3,0,10,8,0,-1
221303298376,1,0,29,email,9,2,0,2,5,0,-1
221300558519,2,1,119,telefone,1,1,2,8,6,1,449
221300624291,3,0,9,whatsapp,0,1,0,7,5,0,-1
221302357645,0,1,44,whatsapp,3,3,6,11,5,1,840
221302175043,1,1,72,telefone,4,0,59,10,9,1,238
221301027274,0,0,33,email,2,4,0,16,3,0,-1
221301124208,1,1,4,email,4,1,1,14,10,1,372
221303009537,0,0,149,whatsapp,2,3,0,4,6,0,-1
221302141573,1,1,130,carta,1,1,5,11,6,1,691
221300776782,1,0,16,email,3,0,0,19,8,0,-1
221302982769,0,1,50,whatsapp,6,2,36,2,7,1,550
221301558610,0,1,64,telefone,0,2,12,5,4,1,198
221303104500,0,1,97,whatsapp,6,3,23,5,5,1,284
221302472935,3,0,43,email,1,3,0,12,2,0,-1
221302613889,2,0,18,telefone,0,2,0,7,5,0,-1
221302555320,0,2,80,whatsapp,0,2,40,12,10,1,624
221302806447,0,2,29,email,0,0,37,12,5,1,222
221303048031,1,1,14,telefone,2,2,5,17,7,1,616
221301500068,3,1,45,email,2,1,8,12,9,1,45
221302721473,2,3,8,telefone,1,1,2,6,6,1,710
221303006933,1,0,57,email,0,3,0,13,9,0,-1
221302765676,1,4,27,telefone,0,3,26,6,10,1,326
221300082688,3,1,0,telefone,0,5,8,9,3,1,335
221301167294,0,1,87,email,5,1,14,14,8,1,741
221302031922,1,1,122,whatsapp,1,0,11,17,9,1,589
221302435033,1,1,9,whatsapp,4,1,13,8,6,1,448
221303235220,1,0,10,email,4,0,0,10,5,0,-1
221301795929,1,2,5,email,0,4,35,7,7,1,633
221303000101,1,1,12,whatsapp,1,3,2,10,9,1,205
221302962466,0,0,5,whatsapp,6,2,0,17,5,0,-1
221301992168,2,0,63,telefone,3,1,0,12,8,0,-1
221302904362,1,2,168,email,1,2,13,8,2,1,885
221302898674,1,1,81,carta,4,1,40,5,8,1,110
221303040740,0,1,8,whatsapp,1,3,22,5,5,1,342
221300214253,1,0,145,whatsapp,2,0,0,11,4,0,-1
221301792200,1,1,20,whatsapp,7,0,35,9,6,1,384
221300846214,1,0,1,email,0,1,0,13,5,0,-1
221302514984,1,1,87,telefone,1,1,35,16,3,1,193
221300551578,0,1,34,telefone,0,1,8,14,6,1,851
221302586915,0,0,168,email,5,5,0,13,10,0,-1
221300791151,1,0,56,email,1,3,0,3,6,0,-1
221301616450,0,2,28,email,0,0,5,13,2,1,89
221300174823,0,2,77,telefone,5,4,9,8,4,1,545
221302854569,1,1,12,email,1,1,19,6,3,1,506
221303126827,1,1,1,carta,4,1,1,13,6,1,545
221303250520,0,1,31,telefone,1,1,25,9,8,1,102
221301129801,0,0,154,whatsapp,7,1,0,8,4,0,-1
221303253110,0,0,1,whatsapp,0,3,31,17,10,1,498
221300524962,0,0,30,telefone,1,0,0,20,9,0,-1
221302671444,0,0,89,telefone,3,4,0,12,3,0,-1
221302925796,0,0,21,whatsapp,0,1,0,8,5,0,-1
221300958254,4,0,44,email,1,1,0,16,10,0,-1
221301366651,0,1,2,whatsapp,5,1,30,4,8,1,717
221302499596,0,0,15,email,1,0,0,14,4,0,-1
221301723503,0,0,130,email,1,0,0,13,6,0,-1
221301582121,0,0,117,email,0,5,0,13,9,0,-1
221300893594,1,0,62,telefone,1,2,0,5,3,0,-1
221301820926,1,1,168,carta,0,2,1,14,4,1,681
221301117752,2,0,3,carta,7,1,0,8,3,0,-1
221300101958,0,2,36,email,9,3,6,11,9,1,828
221302590342,1,0,152,whatsapp,3,1,0,6,7,0,-1
221302110822,0,2,34,email,0,1,1,14,9,1,277
221303132576,0,1,9,email,1,2,12,17,7,1,279
221302182346,0,0,55,telefone,3,0,0,13,9,0,-1
221300423455,0,1,1,email,0,3,2,19,10,1,187
221301408266,1,0,36,whatsapp,2,1,0,14,9,0,-1
221301631836,1,2,22,email,4,3,26,8,9,1,111
221302749693,0,0,38,email,2,2,0,9,6,0,-1
221300130098,2,1,25,telefone,3,1,0,15,5,0,-1
221301033395,0,0,12,whatsapp,2,2,0,10,9,0,-1
221302684687,1,0,3,telefone,0,1,0,9,7,0,-1
221300974083,4,1,23,whatsapp,1,1,21,1,4,1,349
221302815230,2,0,20,email,2,1,0,6,2,0,-1
221302407409,2,1,58,whatsapp,1,1,14,8,5,1,313
221302719350,1,2,44,whatsapp,0,1,24,14,4,1,830
221302825363,3,0,53,whatsapp,2,2,0,19,3,0,-1
221300425518,0,1,7,telefone,1,3,14,6,0,1,163
221302514243,0,2,125,whatsapp,0,1,34,17,7,1,298
221302830006,1,0,63,email,1,0,0,17,5,0,-1
221301065828,0,2,39,whatsapp,5,4,20,2,6,1,832
221302838374,3,1,13,email,0,0,28,16,8,1,294
221303256029,0,1,5,whatsapp,3,1,5,10,4,1,858
221303081123,0,1,66,whatsapp,14,0,38,15,7,1,844
221300609812,1,1,126,email,2,2,12,15,7,1,537
221301140343,0,0,19,whatsapp,4,1,0,11,4,0,-1
221302728740,2,0,20,email,9,3,0,9,10,0,-1
221302789493,0,2,7,whatsapp,1,1,4,11,8,1,101
221302280364,0,0,50,telefone,5,0,0,3,8,0,-1
221302933909,1,0,55,whatsapp,3,3,0,11,7,0,-1
221301235470,2,0,19,telefone,4,2,0,12,5,0,-1
221302349327,0,0,70,whatsapp,4,2,0,8,3,0,-1
221302118484,3,2,71,whatsapp,2,1,3,13,4,1,777
221302026312,2,0,11,whatsapp,4,2,0,16,7,0,-1
221302567580,1,1,60,email,4,1,3,13,4,1,580
221300237955,0,0,36,email,1,2,0,17,6,0,-1
221300028110,0,0,23,email,1,3,0,13,7,0,-1
221301685956,1,0,33,whatsapp,0,3,0,13,8,0,-1
221302113468,1,1,103,whatsapp,0,4,17,6,0,1,777
221302919422,0,0,156,whatsapp,1,3,0,9,9,0,-1
221300389627,1,3,26,email,5,3,8,11,5,1,617
221301544845,2,1,69,whatsapp,3,3,24,13,6,1,437
221300735908,4,2,129,telefone,1,2,2,19,0,1,764
221301761873,2,0,140,whatsapp,0,1,0,9,5,0,-1
221303029563,2,1,17,whatsapp,0,3,10,15,3,1,138
221302041773,1,0,19,email,1,3,0,0,5,0,-1
221301196772,0,0,21,whatsapp,7,0,0,24,9,0,-1
221302718527,1,1,52,telefone,2,0,1,7,5,1,749
221303306169,0,2,101,whatsapp,3,4,0,7,6,0,-1
221303001962,2,2,117,carta,0,5,1,0,8,1,222
221303009564,3,2,97,email,4,1,16,14,7,1,848
221302050203,1,1,20,email,4,1,1,18,6,1,229
221302147271,0,0,21,whatsapp,4,0,0,8,10,0,-1
221301558586,0,0,18,email,2,3,0,7,3,0,-1
221300159399,1,1,65,carta,1,2,36,11,7,1,166
221300852742,0,0,31,whatsapp,6,2,0,6,10,0,-1
221300733021,1,1,46,whatsapp,1,3,42,9,6,1,137
221301066299,0,1,104,telefone,1,0,13,4,5,1,230
221301350562,0,1,45,whatsapp,4,3,8,16,3,1,122
221300174537,0,0,34,telefone,6,1,0,6,10,0,-1
221303199922,1,0,24,email,2,4,0,4,10,0,-1
221301732086,2,2,168,whatsapp,0,1,33,7,6,1,240
221301507860,0,0,168,telefone,9,4,0,10,6,0,-1
221303173816,0,2,40,whatsapp,8,3,25,8,4,1,122
221300149866,1,1,81,whatsapp,10,1,40,15,5,1,313
221303176805,2,1,7,email,0,1,29,6,3,1,817
221301764044,0,1,27,telefone,11,1,18,6,10,1,924
221301459418,1,0,70,telefone,7,1,0,8,9,0,-1
221303096734,2,2,59,whatsapp,0,3,1,5,3,1,760
221300334386,2,1,35,whatsapp,3,3,12,5,7,1,724
221302371632,1,0,41,carta,6,4,0,3,5,0,-1
221300657405,1,1,1,email,2,2,23,10,7,1,630
221301727787,1,0,53,whatsapp,1,4,0,2,6,0,-1
221300096232,0,0,86,carta,1,2,0,1,6,0,-1
221302508375,0,2,141,whatsapp,9,3,29,12,6,1,286
221302919883,1,0,71,email,1,0,0,4,5,0,-1
221303157364,2,2,33,email,7,2,8,16,4,1,793
221301639314,2,1,10,email,6,5,5,12,9,1,693
221302250724,1,3,168,whatsapp,1,1,24,7,3,1,749
221302693711,2,3,14,email,0,2,4,6,10,1,340
221300768635,0,0,70,whatsapp,1,1,0,2,6,0,-1
221301650436,2,0,159,telefone,4,3,0,15,4,0,-1
221303076198,0,1,21,email,0,0,19,8,8,1,738
221300732418,3,2,29,email,0,1,2,17,6,1,242
221300791931,0,2,21,carta,10,2,5,18,8,1,391
221302764810,2,0,129,whatsapp,2,2,0,5,6,0,-1
221301873194,1,1,12,email,6,2,29,13,10,1,385
221300339677,0,3,111,whatsapp,0,1,31,5,10,1,411
221300001117,0,0,13,telefone,2,1,0,12,7,0,-1
221302188553,1,1,31,email,2,0,3,7,6,1,535
221300570563,0,0,150,telefone,5,4,0,18,8,0,-1
221301483233,0,0,17,telefone,5,2,0,3,9,0,-1
221300971432,1,1,55,email,2,1,3,18,3,1,474
221302499863,1,2,102,email,2,2,31,18,7,1,299
221302357181,1,0,53,whatsapp,1,4,0,18,6,0,-1
221300558302,1,1,168,email,1,3,56,11,3,1,668
221300481464,0,2,168,telefone,4,0,4,13,1,1,146
221302772338,0,1,24,email,3,0,25,3,7,1,614
221302019882,1,1,11,whatsapp,1,4,23,15,10,1,152
221303289095,0,2,62,whatsapp,4,4,2,7,6,1,769
221300462456,2,1,39,telefone,0,4,8,20,6,1,615
221302009498,1,1,125,email,8,2,15,11,6,1,665
221300768712,1,1,48,whatsapp,1,4,15,17,3,1,587
221300736591,0,0,23,telefone,4,4,0,7,4,0,-1
221302412623,0,2,24,telefone,3,1,2,14,9,1,462
221301656143,3,0,6,telefone,0,5,0,19,8,0,-1
221300133374,1,2,56,email,2,2,51,9,9,1,452
221300352671,0,1,46,email,1,2,7,20,8,1,674
221300049901,2,1,14,whatsapp,2,1,11,6,8,1,309
221302859380,0,1,5,telefone,4,2,16,14,7,1,518
221301319105,0,0,22,telefone,0,4,0,0,7,0,-1
221303296207,0,1,10,whatsapp,0,0,3,4,9,1,452
221303111530,1,2,6,whatsapp,3,4,6,12,4,1,56
221301489300,0,0,39,email,0,1,0,3,8,0,-1
221301707956,0,0,87,whatsapp,3,4,0,13,6,0,-1
221301284844,0,1,5,whatsapp,11,2,13,11,6,1,213
221302866801,2,2,39,whatsapp,4,2,17,11,5,1,450
221302835522,2,2,18,telefone,0,1,33,4,8,1,401
221302588701,2,0,44,email,9,2,15,14,10,1,145
221302763500,1,0,79,email,3,3,0,13,4,0,-1
221300473565,1,0,19,email,0,1,0,10,4,0,-1
221300011326,1,0,25,telefone,3,1,0,15,7,0,-1
221302665751,0,1,21,telefone,5,3,36,20,3,1,336
221302936042,1,0,58,whatsapp,0,0,0,9,7,0,-1
221300775979,2,1,8,whatsapp,2,1,26,17,8,1,552
221302490362,2,0,6,telefone,7,2,0,19,5,0,-1
221301337866,1,1,17,email,2,2,11,9,8,1,87
221302341135,0,1,61,whatsapp,0,1,2,5,9,1,271
221303119246,2,0,9,email,2,3,82,16,4,1,122
221302869182,0,1,1,telefone,2,0,14,3,9,1,152
221300343542,3,1,44,whatsapp,1,2,25,16,6,1,165
221301952726,1,0,49,email,3,0,0,22,9,0,-1
221300858754,0,0,33,whatsapp,0,6,0,12,9,0,-1
221301455890,0,0,92,whatsapp,0,1,0,13,6,0,-1
221301363673,2,2,60,email,3,3,36,11,2,1,576
221302116107,0,1,84,whatsapp,3,1,8,4,5,1,316
221301271708,0,1,54,whatsapp,2,1,1,15,1,1,202
221300558319,1,0,10,whatsapp,0,1,0,9,8,0,-1
221302779584,0,0,13,telefone,3,1,0,17,4,0,-1
221301336804,0,0,30,whatsapp,2,2,0,11,3,0,-1
221301666013,1,1,5,whatsapp,6,1,64,8,10,1,531
221301128850,0,0,96,carta,2,2,0,9,6,0,-1
221302233559,0,1,42,telefone,1,6,40,6,8,1,343
221300033754,0,0,82,whatsapp,1,1,0,12,8,0,-1
221300078154,1,0,55,telefone,3,1,0,8,3,0,-1
221300599503,1,0,51,email,11,3,0,10,6,0,-1
221302329152,0,3,35,telefone,2,2,22,5,9,1,289
221301369048,0,1,37,email,1,2,47,4,10,1,780
221300204450,0,0,2,email,0,2,0,16,8,0,-1
221300376900,0,0,63,telefone,6,1,0,12,8,0,-1
221301597795,1,0,168,email,0,2,0,7,7,0,-1
221301170103,1,1,1,carta,3,5,11,9,7,1,594
221300611967,1,2,130,telefone,3,4,23,16,6,1,53
221302863106,0,0,27,email,5,1,0,14,9,0,-1
221300747398,0,0,17,carta,0,2,0,11,8,0,-1
221302487257,2,0,39,whatsapp,10,4,0,9,9,0,-1
221301660775,0,0,40,whatsapp,0,7,0,11,6,0,-1
221302621656,1,2,13,carta,1,1,14,3,5,1,725
221300338440,1,0,53,telefone,0,0,0,18,6,0,-1
221301303098,1,1,20,telefone,1,4,1,15,6,1,581
221302968624,0,2,109,telefone,2,2,57,24,4,1,824
221302387337,0,1,31,telefone,10,6,65,10,2,1,760
221302001189,1,1,121,whatsapp,1,3,31,6,6,1,33
221303281722,0,0,14,telefone,1,3,0,6,6,0,-1
221300616870,1,0,28,carta,2,2,0,10,6,0,-1
221302575043,1,0,18,whatsapp,2,2,0,15,9,0,-1
221301328037,0,1,122,email,2,1,12,13,6,1,159
221301183892,1,1,10,whatsapp,0,2,32,9,7,1,391
221301926522,1,0,168,whatsapp,0,2,1,12,4,1,665
221300418067,4,1,20,email,4,3,20,17,5,1,372
221302045331,0,0,136,email,1,3,0,6,6,0,-1
221300709849,0,2,90,telefone,0,2,6,3,7,1,216
221301768300,2,1,29,carta,2,1,20,12,8,1,85
221302185400,0,0,16,whatsapp,2,3,0,8,3,0,-1
221300448736,1,0,16,whatsapp,1,0,0,10,8,0,-1
221301310446,0,0,21,whatsapp,0,2,0,5,6,0,-1
221301500608,2,0,103,telefone,0,3,0,15,4,0,-1
221301056519,1,1,62,whatsapp,1,0,7,15,7,1,317
221302382868,2,2,27,email,0,3,26,0,7,1,561
221301678824,0,2,38,email,4,0,14,10,10,1,427
221303247243,0,0,11,whatsapp,0,0,0,9,6,0,-1
221301114278,2,2,57,whatsapp,3,3,5,8,1,1,449
221301781264,2,2,41,carta,0,0,26,8,8,1,564
221302657889,0,0,161,whatsapp,3,1,0,11,8,0,-1
221300766584,0,2,69,carta,4,1,0,4,7,0,-1
221302794097,2,1,6,whatsapp,0,2,24,1,9,1,608
221300057071,1,1,168,email,1,1,11,13,2,1,470
221301784570,0,1,76,whatsapp,3,1,13,21,10,1,454
221300738569,2,1,16,whatsapp,4,3,1,18,7,1,773
221302093459,1,1,166,email,13,2,15,10,6,1,653
221302017215,0,1,78,telefone,1,2,26,4,9,1,107
221302377629,1,1,160,whatsapp,1,1,1,17,3,1,813
221303144374,1,0,55,whatsapp,1,0,0,11,3,0,-1
221301634083,1,0,66,whatsapp,0,4,0,19,7,0,-1
221301378799,2,2,53,whatsapp,3,3,1,4,8,1,486
221301287481,2,1,66,telefone,2,0,43,8,6,1,388
221302347564,2,2,168,email,4,2,36,6,7,1,647
221301993531,0,0,131,email,2,2,0,21,4,0,-1
221300205175,2,1,18,whatsapp,0,2,81,12,8,1,723
221302501923,1,2,6,carta,0,2,4,13,4,1,481
221301716916,0,1,67,whatsapp,0,4,7,8,8,1,391
221300075300,1,3,12,carta,2,2,1,12,7,1,334
221301527264,1,1,48,email,0,2,20,11,8,1,310
221300673958,2,0,101,whatsapp,1,1,0,6,5,0,-1
221301200111,0,0,27,whatsapp,2,1,0,17,10,0,-1
221300529807,1,2,26,telefone,3,0,55,4,7,1,843
221303131529,0,3,74,email,4,1,15,9,6,1,582
221301285478,1,1,4,whatsapp,2,2,40,23,5,1,223
221300438395,0,1,9,email,7,0,33,6,4,1,929
221300963175,3,1,54,email,3,2,17,5,6,1,707
221300768440,0,0,1,whatsapp,11,1,0,7,7,0,-1
221302177892,1,1,40,email,4,2,8,11,7,1,209
221302864897,0,0,101,email,5,1,0,7,6,0,-1
221301852628,2,1,43,telefone,2,0,46,12,9,1,368
221300979220,1,1,33,email,5,1,6,16,6,1,821
221302705309,1,0,66,email,4,1,0,3,9,0,-1
221300711970,0,3,81,email,0,2,5,17,8,1,166
221303228635,0,1,50,whatsapp,1,3,15,10,8,1,323
221302519296,1,0,36,telefone,1,1,0,12,6,0,-1
221300407123,0,0,13,whatsapp,7,4,0,8,6,0,-1
221301388156,0,1,40,carta,0,2,4,5,8,1,421
221301700826,0,0,14,email,0,2,0,12,8,0,-1
221302134186,1,1,88,email,1,2,23,13,4,1,484
221302576002,1,2,168,whatsapp,1,3,6,18,9,1,271
221302795063,0,0,63,email,1,0,0,16,9,0,-1
221300056046,1,0,18,email,1,2,0,13,5,0,-1
221303305421,3,2,10,email,1,4,1,2,1,1,93
221302460158,4,0,51,email,7,9,0,12,3,0,-1
221302438219,0,1,9,whatsapp,2,0,11,25,4,1,607
221302773807,0,2,18,telefone,5,2,5,0,4,1,881
221302090073,0,0,60,email,0,3,0,20,8,0,-1
221300909972,2,1,80,whatsapp,4,0,13,7,8,1,860
221302794549,0,1,21,email,1,5,2,6,8,1,505
221300215010,2,1,2,telefone,5,3,8,16,5,1,720
221300979740,2,1,79,whatsapp,4,1,17,13,4,1,302
221300356240,0,1,18,whatsapp,3,1,0,2,10,0,-1
221302858828,1,1,31,whatsapp,3,2,15,7,5,1,886
221303089698,1,1,72,email,0,1,0,16,5,0,-1
221301071272,1,1,97,whatsapp,6,1,9,25,6,1,154
221301985433,0,0,13,email,1,2,0,8,10,0,-1
221300099003,1,1,78,email,2,2,70,20,7,1,554
221302628642,1,0,2,whatsapp,0,1,0,8,9,0,-1
221301626186,1,0,13,email,2,4,0,6,5,0,-1
221301910289,0,1,69,carta,1,2,21,18,5,1,109
221300221984,2,0,1,email,6,1,0,8,6,0,-1
221301512408,0,1,21,email,1,3,0,7,10,0,-1
221300941573,1,1,168,whatsapp,3,1,8,13,5,1,914
221300237458,2,0,5,whatsapp,3,5,0,5,5,0,-1
221301063432,0,1,168,email,1,2,31,20,10,1,478
221301585383,1,0,9,email,0,3,66,11,10,1,295
221302819710,1,2,105,telefone,3,2,95,7,6,1,213
221303146440,0,1,27,whatsapp,0,6,30,13,10,1,586
221302813700,1,1,10,email,5,0,11,1,6,1,131
221302865545,1,1,162,whatsapp,12,1,49,14,1,1,799
221300936553,2,1,4,telefone,1,5,54,7,6,1,640
221301323845,0,1,163,telefone,7,3,47,15,7,1,175
221303237376,1,0,37,carta,2,6,0,12,4,0,-1
221301156095,1,2,58,email,2,2,11,6,9,1,373
221303219365,1,1,87,email,1,2,10,6,10,1,322
221303121925,0,0,73,email,3,2,0,7,5,0,-1
221302796490,1,0,53,whatsapp,3,3,0,12,7,0,-1
221302959435,1,0,90,whatsapp,1,0,0,18,10,0,-1
221300919913,2,0,67,email,0,2,0,12,2,0,-1
221301286363,0,2,96,carta,1,4,2,17,2,1,316
221302375477,3,1,10,telefone,4,3,26,10,7,1,531
221300694556,1,0,9,telefone,3,1,0,4,10,0,-1
221302825451,3,1,116,whatsapp,0,2,31,10,5,1,376
221303052924,1,1,92,whatsapp,1,5,19,18,10,1,217
221302557266,0,1,16,whatsapp,1,3,85,6,4,1,240
221301234767,1,3,30,email,3,4,37,11,10,1,767
221302051865,1,2,62,telefone,15,2,39,17,4,1,58
221302912021,1,0,14,telefone,0,1,0,11,8,0,-1
221300291303,0,1,21,whatsapp,2,2,5,6,10,1,857
221302201531,1,1,140,whatsapp,1,1,56,4,4,1,109
221302351464,2,1,92,telefone,8,3,3,2,2,1,700
221301989402,0,2,71,email,0,1,4,6,5,1,71
221301938236,1,1,3,email,6,0,18,19,6,1,235
221300254712,0,1,132,whatsapp,3,0,24,11,7,1,526
221302422513,0,1,10,whatsapp,8,0,6,3,8,1,679
221301481316,1,0,11,telefone,0,1,0,24,5,0,-1
221300726214,1,1,1,telefone,7,2,10,15,8,1,883
221302985958,0,0,11,telefone,0,0,0,21,8,0,-1
221300901922,0,0,9,email,0,5,0,11,9,0,-1
221300261859,2,1,4,whatsapp,2,2,70,5,3,1,336
221300417862,1,2,38,email,7,2,24,21,7,1,416
221302972566,1,0,152,whatsapp,2,1,0,12,5,0,-1
221301134313,1,1,27,whatsapp,0,1,37,8,10,1,411
221303171686,1,0,36,telefone,5,5,0,14,7,0,-1
221303238988,1,0,41,whatsapp,17,2,0,6,8,0,-1
221302814504,0,2,118,whatsapp,1,1,67,9,8,1,549
221302986823,2,2,23,email,2,2,4,12,8,1,347
221302220440,2,0,15,email,6,2,0,7,7,0,-1
221302173685,2,2,49,email,2,1,37,11,6,1,574
221300577789,0,2,19,telefone,7,1,25,9,6,1,919
